wsysCd,rivCd,year,date,area,slope,population,29d,28d,27d,26d,25d,24d,23d,22d,21d,20d,19d,18d,17d,16d,15d,14d,13d,12d,11d,10d,9d,8d,7d,6d,5d,4d,3d,2d,1d,0d,damageObs
830301,8303010014,1993,1993/8/28,12.53841429,7.533333778,48602,0,0,0.002439792,11.34607162,5.375965692,0,0,1.241607918,0,0,0.034350719,0.002401333,21.57559213,15.52029103,0,20.24595986,7.764413847,0,0,1.588184556,28.45235667,0.296052647,0,0,0,0,20.39168364,4.101363665,107.8068702,0,8240000
830301,8303010018,1993,1993/8/28,5.847977054,6.316666126,48602,2.394008741,25.88229869,13.74235235,2.831438107,7.645931541,5.894777054,4.712394797,0.094056549,0,0,1.972539682,1.720236983,18.22319087,5.299688067,3.555149763,21.83500636,13.34678417,0.478938072,6.94332169,1.672730808,0,0,0,0.012261689,17.18956937,41.30255473,29.66124266,79.08167784,79.9077109,26.41852314,2985000
830301,8303010019,1993,1993/8/28,40.23928281,1.9575001,92769,11.86578472,8.871936805,18.79632278,0,1.375817216,0.024682115,4.287023873,8.992628067,0.19016568,41.84079849,0,5.045427356,105.9626597,4.143476461,0.246190626,7.218029266,1.146158719,0.763805943,0.320845139,0,0,0,24.37167199,7.368191793,50.22224077,38.1847932,113.4429932,9.755623347,0.045647076,0,18130000
830301,8303010022,1993,1993/8/28,14.93411069,5.426666737,39267,3.116764163,11.76815368,2.235015064,16.41476166,20.10458668,0,0,0.082108788,0,0,0,0,0,11.5904767,20.9427933,0.255985188,1.284934172,1.098918981,18.70398575,0.156418987,0.802057741,10.00970937,54.01940984,11.397204,13.5054262,8.557804574,0,20.13245959,96.018954,1.746335784,4405000
830301,8303010023,1993,1993/8/28,11.31371503,9.208333969,55003,0.813457904,0.149638518,4.207152087,0,0.020104431,39.15637482,0.021619626,5.936867414,3.434176973,2.53664586,0.319264714,0,5.694911683,5.274418359,4.023867775,0.410095873,0.019358793,2.498499034,5.245051264,2.898791764,2.196268589,0.359298768,0.250470444,0,0,3.512482992,37.90288875,82.55319285,47.24681827,0,3235000
830301,8303010028,1993,1993/8/28,19.97878361,5.252631664,21128,0,0.493246871,0,0,0.370483945,0,0.069149999,0.367955732,0,2.673657486,0,1.543378676,9.82261855,4.758606048,3.590625008,0.029210514,12.55062837,8.548509865,0,0,28.23957252,4.25839746,43.87110624,3.0856275,0,22.05917773,108.0040405,0.029871369,3.474303579,5.128114426,11674000
830301,8303010029,1993,1993/8/28,42.27244461,5.615385056,87823,0,1.543378676,9.82261855,4.758606048,3.590625008,0.029210514,12.55062837,8.548509865,0,0,28.23957252,4.25839746,43.87110624,3.0856275,0,22.05917773,108.0040405,0.029871369,3.474303579,5.128114426,6.050323878,4.962211953,0.580615786,0,0,0,7.822971212,131.2761087,15.07693033,0,7992000
830301,8303010030,1993,1993/8/28,18.75788212,4.488889217,15736,4.733908478,14.82063589,0,0,2.294779342,1.480492212,0,0,1.713405647,27.07864144,1.64907655,8.854164192,0.920526091,0,0,0,0,0,1.047270079,11.74956105,0,36.25295947,0,8.726552247,0,1.192576175,0,15.86230899,88.5098586,0.025484615,63698000
830301,8303010036,1993,1993/8/28,29.68508928,8.04285717,15736,0.072713614,1.249829535,12.75148577,22.85620108,19.0164192,0,0,3.454366349,20.62601994,0.05760936,0,0,0,0,0,0,4.792986697,32.39428153,0,0,0,3.124916733,17.6622368,0.768038418,0,4.323569406,75.63788189,15.8690443,0.027355704,0,11241000
830301,8303010037,1993,1993/8/28,15.51230895,6.75,21128,1.692619559,0,0,0,0,0.022394411,0,5.32708927,3.909619345,1.225784101,4.128817755,5.528267728,45.04092229,6.395660348,0,0,0,14.81670304,14.58327703,8.259606743,22.50701616,0.452820106,0,0,0,0.004531489,11.57225161,32.97365728,70.47357692,0.089865492,32221000
830301,8303010038,1993,1993/8/28,29.77303435,9.612500191,13694,20.21562959,8.766840184,0.153724318,0,0,0.244390757,3.007389593,14.0729799,12.66002591,22.36654046,2.504300014,0.501979692,11.1840662,0.617576333,0,0,0.807615456,0,0,0,0,0,0,1.604741576,0,5.193256456,14.38085333,175.0292956,7.422525164,0.078524093,5026000
830301,8303010043,1993,1993/8/28,10.52656934,8.588889122,5392,0.084237237,18.3646944,47.389012,3.512847055,8.510920754,0.070774367,0.139085995,0.002192985,9.423589759,0,0,0.178666973,0.389735817,12.20589449,0.533932861,0.271237501,53.0426357,9.819583172,1.964200406,0.123089036,11.27586902,0,0,0,0,3.665981122,0,108.4750166,27.8568072,0,73292000
830301,8303010044,1993,1993/8/28,5.735055915,6.616666317,5392,4.024219017,2.02664548,2.493633989,3.131498727,0.834360116,0.776530477,1.339263002,0,16.47927599,16.89761966,13.2358887,33.92996692,35.51606459,5.256637198,0.280078717,0.040555568,0,0,0,34.40643685,6.42851957,0,0,0,0,0,0.292620752,16.9160798,1.677254627,1.043038406,7545000
830301,8303010045,1993,1993/8/28,38.91168642,5.771428108,13694,5.552037375,0.011910919,5.258716875,39.03128006,0.000112605,0.005583161,0.001489592,1.557110396,1.449043971,0.001648587,0.008297305,4.305355536,6.529298176,6.908450636,7.920783353,0,0,1.065511995,12.74429531,6.929697747,7.191457689,8.359829771,4.096702688,0,19.27205336,7.790155262,11.94444599,14.09879076,10.00181376,0,175960000
830301,8303010046,1993,1993/8/28,49.93835016,4.549999714,11351,13.12063302,0,1.02422542,0,0,0.024424426,3.434715189,4.826308544,2.424900736,0,0,0,0,2.283801606,0.214481908,0,0,0,3.891424173,0.427428765,10.7269432,4.827895146,7.668328805,0,0,8.088707809,218.3521577,1.538878897,12.42543105,0,55100000
830301,8303010047,1993,1993/8/28,13.06898898,5.207142353,21645,2.904255557,8.308653067,2.188965417,9.536467242,10.63330298,0,0,0,0,0,0,0,0,4.631489679,11.09777622,0,0.646630899,0,10.03323953,0,0,0.383971877,9.334948533,0.364892377,2.346241821,0.307524703,0,19.70242758,62.94063282,3.352117785,8404000
830301,8303010048,1993,1993/8/28,9.110893814,3.675000191,21645,3.931361328,4.977462119,0.482060105,0,9.638997277,0.695134889,0.068674925,25.03162105,0,0.641659362,0.036436395,4.793867093,10.2889184,0,0,7.965625106,0.182953696,8.86365384,3.519583172,4.722941409,3.462561708,0,18.30112785,0,0.154523101,0.59860592,0,29.94629318,161.2360059,0,24003000
830301,8303010050,1993,1993/8/28,31.57612922,3.790000439,8302,0,0,10.99064563,2.720561943,1.283371502,2.02903412,0,0,7.167410123,0,0,0,8.7645039,5.796628299,0,0,0,0,11.16244011,2.027662004,3.968884282,9.066447005,0.745753812,0.930724896,6.487520771,15.602217,9.073453898,0.108940308,36.58109927,74.72114724,22817000
830301,8303010051,1993,1993/8/28,8.05528362,6.574999809,21645,1.819796325,32.00177458,9.684571477,1.10648881,3.759791328,9.194717507,3.552671634,0,0,0,1.22784054,2.011022904,27.65000342,4.770072518,3.502943004,13.24085345,21.16178516,0.348589784,10.86744725,2.126806733,0,0,0,0,9.136801341,20.62746762,21.79713665,90.72827286,84.38218924,19.20692296,9352000
830301,8303010054,1993,1993/8/28,12.56139666,9.941666603,21645,12.83733338,10.49886544,21.1921644,0,5.840730571,0,7.062539223,9.588904673,0.930206193,54.32917536,0.015260004,6.19481009,112.9825497,1.644690943,0,7.641604677,2.081908637,0.507974118,0.015112883,0,0,0.238122155,30.07464065,19.20987323,64.09626035,55.16740713,111.5173597,16.37987522,0,0,6759000
830301,8303010056,1993,1993/8/28,18.51102588,4.276470184,22428,4.895162927,18.75942034,2.60106235,18.27403239,21.39562191,0,0,0.449662411,0,0,0,0,0,12.87879537,21.55008782,0.049063278,1.49699689,1.626736381,23.54713462,0.135725439,1.518955563,1.269382168,42.74022552,5.564934775,6.415210278,2.403495494,0,31.26835225,137.8157736,3.467235643,50168000
830301,8303010057,1993,1993/8/28,1.038102832,2.400000095,13343,11.75598434,0,0,0,0.630220248,0,0,16.90385506,78.65707347,0,0,0,0.352630539,2.154133482,10.32039757,2.918232486,0.288486837,7.110634515,0,0,4.545531262,29.81323383,0,0,0,3.00963075,13.596546,34.47775935,92.60705656,0,9676000
830301,8303010058,1993,1993/8/28,7.851186443,2.712500095,19379,0,0.553443662,0,0,0.248695662,0,0,0.082555812,0,3.257691863,0,1.38031502,11.36591152,8.456200076,4.835885468,0,21.38668986,12.17993824,0,0,27.38474201,3.02865572,46.41748569,2.537561781,0,23.09167055,122.6412742,0,3.769975908,6.982242154,4713000
830301,8303010059,1993,1993/8/28,11.61398418,5.599999905,13343,0,1.38031502,11.36591152,8.456200076,4.835885468,0,21.38668986,12.17993824,0,0,27.38474201,3.02865572,46.41748569,2.537561781,0,23.09167055,122.6412742,0,3.769975908,6.982242154,7.749904732,2.01643788,1.558623075,0,0,0,9.282784156,134.2643916,9.610829674,0,11892000
830301,8303010060,1993,1993/8/28,25.37865993,8.800000191,13343,0,0,0.084562752,5.966850368,0.127222099,1.620553373,0.600416568,0.380610677,0,0,0.684894858,16.87864734,0,21.3168903,0.071701257,19.37179392,15.13371935,28.45355027,9.431497041,0.665001709,0,0,0.866550695,0,0,0,13.73125044,23.98856139,67.86405108,48.91243557,7803000
830301,8303010010,1993,1993/11/15,18.15766341,4.5,174508,0.163018758,7.198257555,21.51016083,0,0,1.907032676,1.792973046,0,0,3.811733196,43.40404498,0.037222524,4.708225865,0.677122538,0,0,0,0,0,1.113647492,15.54707793,0,61.02699538,0,9.766045982,0,0,0,16.95151048,110.051708,26271000
830301,8303010043,1993,1993/11/15,10.52656934,8.588889122,5392,0,0,0,11.02898419,15.95894,0,0.91577492,0.574694964,2.015319103,0,0,11.41806076,1.569783997,0.51520168,19.25622669,1.474999469,16.11335567,0.208338718,0.251731281,0,0,0,4.679118665,38.52935971,0.516300382,0.469983202,23.18980339,137.3759524,0,1.036113095,2686000
830301,8303010001,1994,1994/9/1,228.5064793,5.594642639,396543,0,0,18.46576365,1.24139869,0.649738133,31.0228491,0.353636778,3.35648264,0,0,0,0,28.22402134,9.50284549,0,7.688929264,2.746509092,29.7592054,0,0,1.13178678,0,18.51573225,0.609137304,0,0,0,11.57683022,97.39996374,1.928644612,934908000
830301,8303010043,1994,1994/9/1,10.52656934,8.588889122,5392,13.58639001,0.008872317,2.0974645,0,0,0,2.456288504,5.155056657,0.957567081,0,0,0,0,1.370964345,0.166624472,0,0,0,4.403389143,0.014149685,9.374260721,5.408417034,10.35291255,0,0.065070138,10.53886405,270.5594075,2.233537987,10.93653489,0,6297000
830301,8303010045,1994,1994/9/1,38.91168642,5.771428108,13694,4.12634332,9.601183417,0.47551298,0,13.21829851,0.027494702,0,25.70531476,0,0,0,4.942134019,4.576788147,0,0,8.773146362,0.45221152,11.08448744,3.28448162,6.923831435,3.009911334,0,4.0967258,0,0.926382974,0.322924703,0,41.98463932,131.7237689,0,18640000
830301,8303010046,1994,1994/9/1,49.93835016,4.549999714,11351,0,0,0,10.69914284,10.51337339,0,0,3.17618765,0,0,0.343813905,0,2.702614189,17.72122204,0,27.06209415,15.98239351,0,0,2.329067767,41.62415966,0.154134318,0,0,0,0,31.99105288,6.740284748,165.7711116,0,10178000
830301,8303010047,1994,1994/9/1,13.06898898,5.207142353,21645,0,0.513244611,10.22702671,5.959568285,8.165080258,0,27.38919251,8.557628262,0,0,31.82685047,2.24128749,53.55024551,3.418241624,0,26.39057147,157.8041803,0,4.866821641,9.266926452,10.36088914,2.100457457,2.866812318,0,0,0,15.15656455,160.9549247,9.538478624,0,16158000
830301,8303010050,1994,1994/9/1,31.57612922,3.790000439,8302,0,0,0.086500105,1.454383403,0,0.029997028,0.090402559,0,0,0,0.161223271,12.61692512,0,15.27677114,0,29.90441172,21.0191345,6.38534162,7.229335874,0.087514878,0,0,1.401886485,0,0,0,13.16042205,37.09290632,58.79276241,55.70928885,1555000
830301,8303010051,1994,1994/9/1,8.05528362,6.574999809,21645,0,0,0,12.3921128,5.275157837,0,0,0,8.421169222,2.843693254,4.492708126,6.21317833,1.585797659,0.222838638,6.111416007,6.879699595,0.152790017,19.43434509,1.716775853,0,0.627182021,3.204687885,0,0.327710911,0,98.76815073,0.960159514,14.11177625,127.6791379,0,7523000
830301,8303010057,1994,1994/9/1,1.038102832,2.400000095,13343,7.916030539,1.051221419,0,0,16.10987064,0,6.453363873,0,0,0,0,0,0,14.79688961,1.393468271,0,0,0,0,0,0,0,5.875159923,0,0,0.086521419,4.186595041,47.56305323,90.96806231,0,3557000
830301,8303010058,1994,1994/9/1,7.851186443,2.712500095,19379,17.17023244,0,2.757178916,0,0,0,3.981832464,6.645267837,0.976768631,0,0,0,0,1.587153882,0,0,0,0,5.748916271,0,9.911139487,4.043146067,11.08578634,0,0.448893599,12.50224553,238.0072626,1.684447063,9.772364959,0,1830000
830301,8303010001,1995,1995/5/16,228.5064793,5.594642639,396543,5.242056626,5.344265473,0,0,14.54990819,0.585018965,0.670581411,37.61922078,0,1.328576174,0.612702163,6.846408087,18.9283262,0,0,13.84614066,0,10.80095631,4.936067508,4.915591684,5.684816048,0,27.160843,0,0,0,0,43.69877449,258.1942314,0,40200000
830301,8303010001,1995,1995/9/17,228.5064793,5.594642639,396543,14.21577201,16.11627204,28.2468157,0,13.39137049,0,10.11950222,9.420136463,1.25758156,77.86111774,0.622415048,9.420259817,147.0345106,2.319351262,0,8.541549624,6.256006712,0.833138388,0.614933264,0,0,1.463058386,46.27271829,36.97529571,129.0429581,74.75662329,163.824407,33.37618963,0,0,49087000
830301,8303010038,1995,1995/9/17,29.77303435,9.612500191,13694,19.74051512,0.530393096,3.727749215,0,0,0,5.371756817,8.348591425,1.441323055,0,0,0,0,1.131643656,0,0,0,0,3.740647051,0,17.96703987,4.248860058,12.77155428,0,0.817653887,16.68857406,426.9106303,3.263755255,16.09811485,0,4444000
830301,8303010043,1995,1995/9/17,10.52656934,8.588889122,5392,1.139446504,1.016141649,6.724196125,0,0,61.84280304,0,9.704303988,5.529509487,6.452151651,0,0,4.595605559,2.425788441,2.369418203,0,0,9.659128553,3.648333623,1.166338191,2.169176186,0,0,0,0,0,23.24307513,56.04747007,42.09312545,0,6162000
830301,8303010045,1995,1995/9/17,38.91168642,5.771428108,13694,0,0,0,0,0,0,0,0,0,1.488453882,0,0,8.30342431,3.521254455,7.208849475,0,22.56910803,4.665679586,0,0,25.0113199,1.218385479,43.25680754,3.012988614,0,21.43525225,132.9385174,0,4.049323039,8.014924145,62332000
830301,8303010046,1995,1995/9/17,49.93835016,4.549999714,11351,0,0,0,6.099813104,2.205317642,0,0,0,6.85024889,2.291324382,2.493624257,2.952600577,1.169170495,0,2.298729149,4.285460339,0,11.94445646,0,0,0,1.856269289,0,0,0,110.8274707,0.604509081,8.666262149,109.3025181,0,39908000
830301,8303010047,1995,1995/9/17,13.06898898,5.207142353,21645,2.737899214,4.264499562,0.479357972,0,7.248065621,0.513114593,0,18.67580238,0,0.428435896,0,4.085201024,7.349012112,0,0,5.868151631,0.752291905,6.373722573,2.747811988,3.3839786,2.720702003,0,9.409183595,0,0,0.271992535,0,22.59379844,104.986687,0,31924000
830301,8303010048,1995,1995/9/17,9.110893814,3.675000191,21645,1.490332561,21.42049256,7.377117269,1.057166444,3.222685946,6.509730991,2.65494948,0,0,0,1.254980925,1.756644883,18.53045803,3.436453446,2.565823657,12.10753303,13.16025854,0.572277868,10.68312017,1.904170793,0,0,0,0,8.105141786,16.0350579,16.98987508,61.86023155,53.46300034,14.12343017,14810000
830301,8303010054,1995,1995/9/17,12.56139666,9.941666603,21645,3.486474894,11.44128095,1.787301251,12.10677729,14.32513696,0,0,0.217638698,0,0,0,0,0,8.454729075,14.80678788,0,1.158541534,1.045322806,15.75034206,0,0.906373292,1.689238811,26.53211048,3.268945152,5.044710504,2.265295654,0,22.489972,96.16941852,2.001649851,5195000
830301,8303010055,1995,1995/9/17,4.421964192,8.649999619,13343,0,0,0.457621716,3.98682841,0.365912509,0.731714121,0.567614655,0,0,0,0.690666789,12.4918853,0,14.31206434,0,14.64687404,10.20242456,14.92332793,7.813495333,0.572712134,0,0,1.01213021,0,0,0,9.568383073,17.61794371,46.41832152,36.51127705,7033000
830301,8303010056,1995,1995/9/17,18.51102588,4.276470184,22428,11.23164809,0,1.6073095,0,0,0,2.5186102,4.335113853,0.764214645,0,0,0,0,1.111645476,0,0,0,0,3.429673744,0,7.423475657,3.883334815,7.019654402,0,0,7.979656449,188.2040828,1.575071384,7.845513635,0,17219000
830301,8303010057,1995,1995/9/17,1.038102832,2.400000095,13343,3.543611307,6.730883612,0.718843398,0,10.08539074,0.282223821,0,23.16131495,0,0,0,5.151213755,7.577221356,0,0,6.789324768,2.163522882,8.416931625,3.450346876,4.78139182,3.322517161,0,8.086289746,0,0.182851378,0,0,31.06598317,117.1945351,0,16823000
830301,8303010060,1995,1995/9/17,25.37865993,8.800000191,13343,3.018633985,5.901078197,0.647744723,0,10.28547019,0,0,19.32025101,0,0,0,5.18446203,4.281006169,0,0,5.190986567,4.192726964,6.282440962,2.638929278,4.60113778,2.497754144,0,1.83773093,0,0.384110411,0,0,30.50278714,92.9295018,0,19830000
830301,8303010001,1996,1996/9/23,228.5064793,5.594642639,396543,0.154277653,27.23931993,6.115269682,2.890907795,3.762746798,8.930522453,3.39257616,0,0,0,0.154416891,2.12923853,23.72872267,5.450341688,0.885498688,32.02319634,10.36560074,0.457746851,23.85312346,3.715277998,0,0,0,0,9.039432105,9.810368861,26.72617257,70.56471773,53.82492106,19.60813155,175642000
830301,8303010009,1996,1996/9/23,18.73402445,3.52727294,48602,6.737148467,15.72572588,3.431545162,19.73483636,20.72025469,0,0,0,0,0,0,0,0,9.283015863,22.79141285,0,3.139106244,1.069164182,18.27511606,0.33914031,0.441174995,7.683824556,31.36017042,4.074527638,3.739362211,0.427230435,0,30.16722431,116.9492903,0.633491588,23324000
830301,8303010027,1996,1996/9/23,19.70921322,6.452631474,15736,1.114504146,0.335293597,9.475794229,0,0,48.70822724,0,6.890285127,4.949803533,5.226400937,0,0,4.767469509,3.776480332,3.228930314,0.43195808,0,5.26555954,4.123827222,1.98595845,1.917610635,0,0,0,0,0.012928263,39.59046807,63.3406232,43.89496424,0,5694000
830301,8303010043,1996,1996/9/23,10.52656934,8.588889122,5392,0,1.137252433,7.199024772,6.221979208,4.69106689,0,19.81031108,6.307203566,0,0,24.63173297,2.488097593,44.43950643,1.956486544,0,20.92934023,116.7962628,0,3.450156363,7.678376192,7.232515074,5.198473897,1.162605265,0,0,0,9.376864398,136.1635727,9.528808849,0,91683000
830301,8303010045,1996,1996/9/23,38.91168642,5.771428108,13694,0,0,0,6.40011206,16.71025233,0,2.859226094,0,0,0,0,6.031842737,1.007701621,0,17.1073201,1.671526234,16.05334065,0,0,0,0,0,5.64505436,24.11375307,0,0.491774007,22.06658319,106.3807494,0,0.760928258,3531000
830301,8303010046,1996,1996/9/23,49.93835016,4.549999714,11351,4.697098086,7.618162814,0,0,0,0.595854293,4.954325129,9.206053922,12.67945229,15.91970556,2.500176672,0,18.78565755,1.227628716,0,0,0,0,0,0,0,0,0,2.477120094,0,4.075551482,8.504336575,160.8897071,4.892829672,0.050324352,7269000
830301,8303010053,1996,1996/9/23,5.130665697,5.199999809,13343,0.309437297,39.74391818,7.121581214,5.57995584,5.29775039,9.232651616,4.976561085,0,0,0,0.22670106,1.526914729,24.05872103,9.607965211,1.502001755,61.59582855,16.17411279,0.992561711,43.80687946,0.629627339,0,0,0,0,5.277969529,14.84606943,40.26978748,83.15730643,50.33548107,25.38173201,6199000
830301,8303010059,1996,1996/9/23,11.61398418,5.599999905,13343,16.0264206,13.04542367,18.00225989,0,6.375814047,0,3.439543983,8.574801424,0,47.444353,0,5.5774554,107.4020766,2.234135707,0,6.869527588,4.598373908,0,0,0,0,0,24.76308395,11.25211825,56.07462605,40.70789817,99.82291228,13.34992354,0,0,3808000
830301,8303010007,1997,1997/5/25,114.1976771,6.946428776,228502,7.630193283,16.38648221,2.336170588,19.67917499,21.897221,0,0,0,0,0,0,0,0,10.82055613,24.60272508,0,3.702233884,1.960302968,19.92101251,0,0.998143847,13.98739401,32.85286651,7.622616723,4.336243282,1.1861062,0,28.32574552,130.6016944,1.229930502,18004000
830301,8303010029,1997,1997/5/25,42.27244461,5.615385056,87823,0,8.79838083,46.62109757,0,0,1.209350865,3.505775678,0,0,4.754329011,38.24514849,0,3.606020094,0,0,0,0,0,0,2.259680571,8.713125275,0,38.74826362,0,6.025073093,0,0,0,20.91548947,98.44360728,14316000
830301,8303010001,1998,1998/8/31,228.5064793,5.594642639,396543,3.367909029,4.814650725,0.687559347,0,9.113582929,0.313839765,0,21.6256962,0,0.105220161,0,5.254515215,8.770300524,0,0,5.776357029,3.295371823,6.879754761,3.426422843,3.925806285,3.594899714,0,10.19994364,0,0,0,0,27.19464906,110.0564506,0,4596000
830301,8303010007,1998,1998/8/31,114.1976771,6.946428776,228502,1.819914743,33.04424957,9.157702715,3.327598548,4.957739383,8.076951867,4.045822249,0,0,0,1.481297223,2.112440134,22.58467957,6.572131618,2.761615491,29.06202123,15.22610594,0.727450403,19.64825394,1.830254887,0,0,0,0,9.779491206,20.38699496,31.032109,77.94031145,63.38408632,23.33639465,8428000
830301,8303010014,1998,1998/8/31,12.53841429,7.533333778,48602,13.1505122,10.7986551,17.81622787,0,4.628942196,0,4.739520597,8.622051053,0.107321235,45.10869225,0,5.825705573,102.6481274,2.232278187,0,7.799661652,2.889347641,0.364579281,0,0,0,0,23.7928471,13.15566791,53.36802739,45.05634643,105.712761,13.34779501,0,0,3419000
830301,8303010019,1998,1998/8/31,40.23928281,1.9575001,92769,5.15501606,15.34382375,2.418755321,17.67505191,20.45910329,0,0,0.178452829,0,0,0,0,0,11.85036757,21.77918414,0,2.19070509,1.716893136,20.08334793,0,1.136751436,6.221779278,38.86964505,6.443044384,7.529724394,4.86208044,0,26.55416271,120.5686014,1.944548081,5875000
830301,8303010021,1998,1998/8/31,8.720389027,4.06666708,39267,0.85881497,0,7.493005586,0,0,43.98975129,0,6.907173684,4.353219843,3.318046804,0,0,5.343151223,4.824630578,3.663246761,0.775316338,0.10509293,3.064222142,5.385015517,2.224506827,2.044965398,0,0,0,0,3.32643504,44.30281265,87.24549222,51.82364994,0,24241000
830301,8303010022,1998,1998/8/31,14.93411069,5.426666737,39267,0,7.2382187,26.80582154,0,0,1.609005235,3.164754022,0,0,3.55293248,34.19459476,0.486706928,4.783008437,0.645121793,0,0,0,0,0,1.912780629,10.82101487,0,42.39620768,0,7.426955157,0,0.500152142,0,17.58711477,95.59136471,1745000
830301,8303010025,1998,1998/8/31,27.23084048,8.715384483,55003,7.878553829,7.258342394,0.070423878,0,0,0,4.450875267,15.29656416,15.89591931,20.52890453,4.581792949,0.638941155,11.84184727,0.935737039,0,0,0,0,0,0,0,0,0,2.002156505,0,5.232363366,11.75590048,172.2767824,5.593562505,0,6094000
830301,8303010027,1998,1998/8/31,19.70921322,6.452631474,15736,3.306565365,3.836788598,0.412636417,0,8.302053779,0,0,20.44841717,0,0,0,5.247772897,11.01863846,0,0,5.303301843,3.386191843,6.469754652,3.482184101,3.355122553,4.664985494,0,12.84373149,0,0,0,0,26.38346956,93.74986898,0,2643000
830301,8303010030,1998,1998/8/31,18.75788212,4.488889217,15736,13.98290552,11.39090416,17.03434234,0,3.300908587,0,4.646789867,9.889914138,0,43.09569283,0,5.341631851,113.7973963,2.377929046,0,8.362907724,2.777411145,0,0,0,0,0,20.61801329,9.416495383,52.73949042,41.47271506,128.659869,12.56872784,0,0,4984000
830301,8303010036,1998,1998/8/31,29.68508928,8.04285717,15736,0,2.144130666,8.071969882,7.335474023,3.040276335,0,15.20943745,9.755287066,0,0,27.35596471,5.670789781,48.66844438,1.747138434,0,25.60689713,111.9039101,0,3.403741443,6.924129785,6.606064225,6.778043498,0,0,0,0,7.201562436,149.2752308,14.27004071,0,11441000
830301,8303010043,1998,1998/8/31,10.52656934,8.588889122,5392,0,8.199562817,24.32549611,0,0,1.520964582,2.517398788,0,0,3.538632185,32.80530496,0.914755009,6.553542538,1.786753245,0,0,0,0,0,1.474723616,11.00085924,0,38.8499337,0,7.765702735,0,1.717865778,0,19.6385737,110.2310171,3577000
830301,8303010001,1999,1999/7/17,228.5064793,5.594642639,396543,13.97580867,6.53519552,0,0,0,0,3.390573426,14.125614,16.57814376,27.48738997,4.108476804,0.867514151,9.556292016,0,0,0,0,0,0,0,0,0,0,0.965763035,0,6.316537796,13.82252371,184.6065102,6.902692225,0,5105034000
830301,8303010007,1999,1999/7/17,114.1976771,6.946428776,228502,14.91256601,0,1.627985484,0,0,0,6.252484064,6.302027825,1.142503297,0,0,0,0,0.567049315,0.206027606,0,0,0,3.457947654,0,15.66497516,4.013377385,7.667864783,0,0,9.21396944,268.1425569,1.449596859,14.54524396,0,42467000
830301,8303010011,1999,1999/7/17,12.9265988,5.824999809,76301,0.796260927,0,0,0,0,0,0,3.91076556,3.360959155,5.748413021,4.78257483,0.664448141,42.68325311,8.296806055,0,0,0,22.76319125,22.49931809,13.3663056,18.84516931,0.602382079,0,0,0,0,9.692771521,43.46944298,83.39836333,0,5204000
830301,8303010021,1999,1999/7/17,8.720389027,4.06666708,39267,4.295790344,43.1676927,9.286492572,5.300251084,6.000383745,5.176154953,5.435971106,0,0,0,1.873437226,0.567712187,20.65850529,7.022324029,2.824285823,13.95219374,15.32962931,0,4.886679499,0.01921388,0,0,0,0,20.71254988,17.9780385,33.30180655,68.05198218,63.12850901,40.09682478,4725000
830301,8303010022,1999,1999/7/17,14.93411069,5.426666737,39267,11.86414755,9.804855125,14.27326283,0,1.01523374,0,4.451882153,9.937146928,0,35.32504272,0,4.158251147,108.3582342,2.010758026,0,7.953924759,1.475344596,0,0,0,0,0,14.96430718,5.669014317,44.13586016,33.00548922,132.4558109,9.987299333,0,0,3101000
830301,8303010023,1999,1999/7/17,11.31371503,9.208333969,55003,0,6.875158307,9.808650933,0,0,1.214953805,0.923156053,0,0,2.353301664,25.11725592,1.005543966,7.135276488,2.831318209,0,0,0,0,0,0.467656663,10.64489082,0,32.34544677,0,7.759253163,0,2.747848261,0,17.22702217,109.7682889,2317000
830301,8303010025,1999,1999/7/17,27.23084048,8.715384483,55003,18.43243379,4.048446451,0.018653189,0,0,0,2.208319204,10.06091245,14.68622923,30.1725771,2.898544185,0.937885261,8.115756509,0,0,0,0,0,0,0,0,0,0,0.350566513,0,5.889574622,13.04195186,169.4369353,6.117646413,0,17828000
830301,8303010027,1999,1999/7/17,19.70921322,6.452631474,15736,10.07663474,0,1.390671858,0,0,0,6.277113488,4.658079579,1.338182235,0,0,0,0,0.080937011,0.735342435,0,0,0,1.946005994,0,14.53906912,2.796305889,7.087770054,0,0,6.743073273,254.8332914,0.932439223,13.66406425,0,2861000
830301,8303010028,1999,1999/7/17,19.97878361,5.252631664,21128,0,0,0,12.03990052,4.271763232,0,0,1.290562924,0,0,0,0,17.47946952,16.29034821,0,15.84390668,6.098010097,0,0,1.994377214,23.29191442,0,0,0,0,0,22.7649457,4.443009137,111.6844752,0,9756000
830301,8303010030,1999,1999/7/17,18.75788212,4.488889217,15736,2.928649545,35.53460623,8.894741912,3.069367945,4.22426129,5.975162651,3.800083698,0,0,0,1.472491764,0.829255001,22.96673363,6.013758244,3.225408259,11.13426182,18.03499213,0,4.545713171,0,0,0,0,0,11.20720267,20.31354777,27.22341978,79.57105855,78.38429079,28.20878826,35414000
830301,8303010031,1999,1999/7/17,20.43557981,6.521739006,87823,10.52560306,8.290859939,14.53919949,0,4.630851477,0,6.237118363,8.241017217,0.434550654,38.62818405,0,3.93647415,104.4395638,1.502476558,0,7.334675545,1.59669802,0,0,0,0,0,16.98174218,8.766614839,50.26869402,39.22401439,133.6730589,10.99852286,0,0,9449000
